season,episode,url,character,line
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, What comes before anything? What have we always said is the most important thing?
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael, Breakfast.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, Family.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael,"Family, right. I thought you meant of the things you eat. "
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Narrator," This is Michael's son, George Michael."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael," I mean, we've made nothing but sacrifices for this family, and tonight, it all pays off, my boy. Tonight, your granddad makes me partner."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Narrator," To prove his dedication to the family business, Michael has decided to live here..."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Narrator, ...in the model unit of his father's latest housing tract. The guys live in the attic so that the house can still function as a pristine selling tool.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael, So you thin he's gonna announce it on the boat?
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael," Yeah, absolutely. It's his retirement party. Plus, he's been dropping a lot of hints."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael, What kind of hints?
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael," It's funny. It's not a ""hint"" hint, but he has been calling me ""pardner."""
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael," Yeah, that's... that's like partner."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael," Of course, he has been going through a little bit of a cowboy phase. No. I'll be my own boss. I'll finally be able to get you what you deserve. Like a real home."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael, This is a real home.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael," No, it's not. It's a fake home, son. You want the loops or the flakes today?"
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael, I'd rather live like this than like my aunt and uncles whose eyes have never stung from the sweet sweat of a hard day's work.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael," Whoa, whoa, whoa, whoa. Where are you gettin' all that?"
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael, From you. You say it every couple of years when they come out to visit.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael," Well, maybe you're right. Maybe they are spoiled. But you know what, son? That is not our problem. That is their problem. We have a good thing going here, you see? You'll find that you have much more dignity and self-respect when you learn..."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, that this house has got everything we're looking for.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael," And more! Can we buy it, Dad? Can we buy the house?"
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael," We're gonna try, son. But we gotta hurry. These are gonna get all snapped up. Oh, good morning. I'll race you to the bank."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael, All right.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Narrator," The guys then headed down to Balboa Island. It was here, in 1953, that George Sr. started a business selling a novelty food item called the frozen banana."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Narrator," Like his father before him, Michael had gotten his son a job there to bolster the boy's self-esteem."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael, Ten cents gets you nuts. Uncle G.O.B.? Uncle G.O.B.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,G.O.B.," Give me a dollar. No, the twenty. This is gonna blow your mind. Some say wealth is an illusion. Well, let's just see. For one moment it's here, and in the next..."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,G.O.B., Monopoly.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,G.O.B.,"You don't have it, do you?"
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael," Yeah, I think I might."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,G.O.B.," That's good, 'cause a lot of the pieces are missing. Oh, to play Monopoly with my family again. I'd give anything to be eight."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael, I'm 13.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,G.O.B.," No, I wasn't crazy about 13. The acne, self-consciousness, the erections. You okay?"
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael," Yeah, I'm okay."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,G.O.B.," Hey, there's the man I came to see."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael," Uh, Uncle G.O.B., where's the twenty?"
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,G.O.B.," Hey, a magician never reveals his secret. That's what I started the whole alliance about."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael, I don't need the secret. I just need the twenty.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,G.O.B., What you need to know... is that it's magic.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael, Wow... It's so much like stealing.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Narrator," Michael, meanwhile, was meeting his brother G.O.B., hoping to discuss his father's boat party."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael," It's sort of a ""pass the torch"" kind of, situation, so if you've got a wireless mic..."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Boat Captain, Got it.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, Or a torch. Now that I think about it. It's just a joke.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, Hey.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,G.O.B., Michael.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, G.O.B.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael," I'm sorry. Uh, Captain, this is my brother, G.O.B."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Boat Captain, How are you?
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,G.O.B., Incredible! I'm having an incredible year. Right on top.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, We'll finish inside. Look at you. Are you doing good?
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,G.O.B.," Please, look."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, Right. Great.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, You got your check for your share of the party?
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,G.O.B.," You know, I sort of thought my contribution could be a magic show."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael," A magic show?! Oh, that's perfect, G.O.B."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,G.O.B., Thank you.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael," Or, wait a minute. I just remembered something. Dad's retiring, not turning six. "
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,G.O.B.," Hey, come on, I just bought this new illusion called The Aztec Tomb. It cost, like, eighteen grand."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael," Come on, G.O.B. I don't care."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,G.O.B.," I'm gonna do it on the boat. Look, what do you care? Can't you just charge the party to the company?"
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael," No, it's not a business expense."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,G.O.B.," So what? Lindsay's been staying at the Four Seas for, like, a month. She's probably charging the company."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, Lindsay's been in town for a month?
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,G.O.B., I don't think so.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Narrator," Michael was upset to hear this, so he went to discuss it with his mother."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, Mom? Mother? Give me your company checkbook. You're cut off.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Lucille," Michael, look. Look what happened to my fox. Someone cut off his little foot. Is it... is it noticeable?"
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael," Well... you've got to remember, you're going to be all splattered in red paint. That's gonna distract the eye. I don't want you charging any more of your personal expenses to the company."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Lucille," Well, I had to pay for The Aztec Tomb. G.O.B. says it's a career-maker."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael," Wait a minute-the company paid for The Aztec Tomb? That's great. Well, I was talking about Lindsay, okay? You put her in a five-star hotel, on top of which, you didn't even tell me that she was in town."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Lucille," If you're saying I play favorites, you're wrong. I love all my children equally."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Lucille, I don't care for G.O.B. 
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Buster, (gulp)
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Lucille," Good grief, I dipped into the kitty a couple of times. You should be focused on tonight. Dad's making a big announcement."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael," Yeah? I knew it. It's about me, isn't it?"
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Lucille, (winks)
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, I wonder how I can talk you out of ever making that face again
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Tobias, Michael!
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, Tobias.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Tobias, How are you?
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael," Uh-huh. (Chuckling) Good, good. How's your, uh, job search coming?"
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Tobias, It's good.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, Yeah?
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Tobias, It's going to be good. It's going to be good.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Tobias, I'm hoping the universe provides a path for me.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Narrator," Tobias recently lost his medical license for administering C.P.R. to a person who, as it turned out, was not having a heart attack."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, Maybe you'll be inspired by the boat party tonight and start a career as a pirate.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Tobias, I haven't packed for that. 
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Lindsay, Couldn't find a thing.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, Lindsay.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Lindsay, Michael!
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, How was your flight?
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Lindsay, Great! Great! We just got in.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Lucille, He knows.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Lindsay," A month ago. Oh, I'm sorry, I've been meaning to call you, I really have."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, Really?
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Lindsay," It's just... I've been... Well, I need to decompress. I've been very busy."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Tobias, It's been crazy.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Lindsay, We just had an amazing fund-raiser for H.O.O.P.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, H.O.O.P.?
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Lindsay, My anti-circumcision movement.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Lindsay, I think it looks frightening when it's cut off. It's a Doberman. Let it have its ears.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, Hmmm.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Lindsay," Believe it or not, we brought in over $40,000."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, Unbelievable. Sounds like you saved enough skin to make ten new boys. 
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Tobias," Well, most of that money was from..."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Tobias," ...the Bluth Company. I mean, how... are you?"
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael," Still good. You know what? You guys have had your hands in the company coffer for years, but starting tomorrow, there is going to be a new boss in town,"
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, and you're all going to have to start fending for yourselves.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, You're all going to finally feel that sweet sting of sweat in your eyes as...
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael," Buster, you can't do that on the balcony, buddy?"
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Buster, (stops playing the drum)
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Buster, Mom says it's too windy.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Lucille, Who could've done this?
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Narrator," While Michael was getting fed up with his family, George Michael was finally getting to know them."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Maeby," Um, yeah, I bought a frozen banana, and when I bit into it, I found this."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael, It looks like a foot.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Maeby," It tasted like a foot. Which I didn't really mind, but I'm pretty sure I said ""no nuts."""
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael," Hey, you're my cousin, aren't you?"
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Maeby, Maeby.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Narrator, This is George Michael's cousin Maeby.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Narrator, Maeby had always found unique ways to rebel.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Lindsay," Maeby, this is a cute tattoo for you."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Maeby, I can't believe you didn't recognize me.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael, We never see you. We never see anybody in our family.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Maeby," I know, it's our parents' faults. We should teach them a lesson."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael," (Laughing) Yeah... yeah... No, I-I don't think so."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Maeby," I should go to my mom tonight and be, like, ""I met the cutest guy,"" and then she'll see you and me totally making out."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael," (Laughing) Yeah. (Continues laughing) But not really, right?"
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Maeby," It's perfect! She'd freak out, and I'd be, like, ""Mom, if we saw each other more often, this wouldn't happen."""
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael, But we're cousins.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Maeby, That's what makes it funny.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael, But isn't it against the law?
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Maeby, I don't think so.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael, I know for certain that the yacht club would have a problem with it.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Maeby," Come on, George Michael."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Narrator," Tobias, now believing the boat party to be pirate-themed..."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Tobias," Well, you look like a pirate!"
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Narrator, ...began searching through his wife's luggage for an outfit.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Tobias," I should say so. Look at the blouse, sir."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Narrator,"Then, mistaking a group of garishly dressed men for pirates, Tobias boarded a van full of homosexuals. Soon, he was unwittingly part of a protest against the local yacht club."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Tobias, How are you?
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Lindsay," Oh, my God, I have the exact same blouse."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Lucille, I like it better on him.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Maeby," I don't understand why you work every weekend. Aren't you, like, my age?"
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael," Well, it's important to be responsible. I think there aren't enough young people out there today who have a real work ethic."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Maeby, What do you mean?
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael, I don't know.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Narrator, And George Sr. finally made his retirement speech.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,"George, Sr."," I guess it's time for me to, uh, mosey on. And although I won't be saddling up and going in every day..."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,"George, Sr.", there's someone else who's going to.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,"George, Sr.", I give you the new C.E.O. of the Bluth Company...
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,"George, Sr.", certainly the smartest Bluth...
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,"George, Sr.", my favorite Bluth...
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,"George, Sr."," and the, uh... sexiest creature I have ever laid eyes on..."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,"George, Sr.", my lovely wife Lucille.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Lindsay," Mom! Mom, congratulations!"
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Music, / Love will keep us together /
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,"George, Sr."," Sorry, it's not the right time."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Music," / Some sweet-talking girl comes along, singing /"
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Lindsay," I'm not going to lie to you, Michael; this is great news for H.O.O.P."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael, Hey.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael, You okay?
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Michael," Yeah. You know what? I'm great. You and I, we've waited long enough. Time to move on. It's time to move on. Okay? I want you to say your good-byes. It's the start of a whole new life for us. All right?"
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,George Michael, I guess we're going to see you guys even less now.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Maeby, I told you we should have taught them a lesson.
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Maeby, (kisses Georg Michael)
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,"George, Sr."," I want a picture of the new C.E.O. with all her kids. Lindsay, I want you in this picture."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,"George, Sr."," Let's see some smiles, people. It's a party, not a shareholders' meeting."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,G.O.B., Are those police boats?
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,G.O.B.," No, I'm serious. I think they are police boats."
1,Pilot,https://arresteddevelopment.fandom.com/wiki/Transcript_of_Pilot,Police On Bullhorn, Prepare to be boarded. Prepare to be boarded.
